Name	Year
Aliifodinibius halophilus	2016
Aliifodinibius roseus	2013
Aliifodinibius salicampi	2017
Aliifodinibius sediminis	2013
Aliiglaciecola aliphaticivorans	2015
Aliiglaciecola lipolytica	2013
Aliiglaciecola litoralis	2013
Aliikangiella marina	2015
Aliinostoc morphoplasticum	2017
Aliiroseovarius crassostreae	2015
Aliiroseovarius halocynthiae	2015
Aliiroseovarius pelagivivens	2015
Aliiroseovarius sediminilitoris	2015
Aliiroseovarius zhejiangensis	2016
Aliivibrio finisterrensis	2010
Aliivibrio fischeri	2007
Aliivibrio logei	2007
Aliivibrio salmonicida	2007
Aliivibrio sifiae	2011
Aliivibrio wodanis	2007
Alishewanella aestuarii	2009
Alishewanella agri	2010
Alishewanella alkalitolerans	2018
Alishewanella fetalis	2000
Alishewanella jeotgali	2009
Alishewanella solinquinati	2014
Alishewanella tabrizica	2012
Alistipes finegoldii	2003
Alistipes ihumii	2017
Alistipes indistinctus	2010
Alistipes inops	2015
Alistipes onderdonkii	2006
Alistipes putredinis	2003
Alistipes shahii	2006
Alistipes timonensis	2014
Aliterella antarctica	2016
Aliterella atlantica	2016
Alkalibacillus almallahensis	2014
Alkalibacillus filiformis	2005
Alkalibacillus flavidus	2010
Alkalibacillus haloalkaliphilus	2005
Alkalibacillus halophilus	2009
Alkalibacillus salilacus	2005
Alkalibacillus silvisoli	2007
Alkalibacterium gilvum	2013
Alkalibacterium iburiense	2005
Alkalibacterium indicireducens	2008
Alkalibacterium kapii	2009
Alkalibacterium olivapovliticus	2001
Alkalibacterium pelagium	2009
Alkalibacterium psychrotolerans	2004
Alkalibacterium putridalgicola	2009
Alkalibacterium subtropicum	2011
Alkalibacterium thalassium	2009
Alkalibacter saccharofermentans	2005
Alkalibaculum bacchi	2010
Alkalicoccus halolimnae	2017
Alkalicoccus saliphilus	2017
Alkaliflexus imshenetskii	2005
Alkalilactibacillus ikkensis	2016
Alkalilimnicola ehrlichii	2007
Alkalilimnicola halodurans	2001
Alkalimarinus sediminis	2015
Alkalimicrobium pacificum	2015
Alkalimonas amylolytica	2007
Alkalimonas collagenimarina	2007
Alkalimonas delamerensis	2007
Alkalinema pantanalense	2015
Alkaliphilus crotonatoxidans	2003
Alkaliphilus halophilus	2010
Alkaliphilus hydrothermalis	2017
Alkaliphilus namsaraevii	2017
Alkaliphilus oremlandii	2009
Alkaliphilus peptidifermentans	2009
Alkaliphilus transvaalensis	2001
Alkalispirillum mobile	2002
Alkalispirochaeta alkalica	2016
Alkalispirochaeta americana	2016
Alkalispirochaeta cellulosivorans	2016
Alkalispirochaeta sphaeroplastigenens	2016
Alkalitalea saponilacus	2012
Alkanibacter difficilis	2008
Alkanindiges hongkongensis	2016
Alkanindiges illinoisensis	2003
Allisonella histaminiformans	2003
Alloactinosynnema album	2010
Alloactinosynnema iranicum	2014
Allobacillus halotolerans	2011
Allobaculum stercoricanis	2006
Allobranchiibius huperziae	2017
Allocatelliglobosispora scoriae	2011
Allochromatium humboldtianum	2015
Allochromatium minutissimum	1998
Allochromatium phaeobacterium	2009
Allochromatium renukae	2008
Allochromatium vinosum	1998
Allochromatium warmingii	1998
Allofrancisella frigidaquae	2017
Allofrancisella guangzhouensis	2016
Allofrancisella inopinata	2016
Allofustis seminis	2003
Allohahella antarctica	2016
Allohahella marinimesophila	2016
Allohumibacter endophyticus	2016
Alloiococcus otitis	1992
Allokutzneria albata	2008
Allokutzneria multivorans	2013
Allokutzneria oryzae	2014
Allomonas enterica	1984
Allonocardiopsis opalescens	2013
Alloprevotella rava	2013
Alloprevotella tannerae	2013
Allorhizobium borbori	2016
Allorhizobium oryzae	2016
Allorhizobium pseudoryzae	2016
Allorhizobium undicola	1998
Allorhizobium vitis	2016
Allosalinactinospora lopnorensis	2015
Alloscardovia criceti	2013
Alloscardovia macacae	2013
Alloscardovia omnicolens	2007
Alloscardovia venturai	2017
Allostreptomyces psammosilenae	2017
Alpinimonas psychrophila	2012
Alsobacter metallidurans	2014
Altererythrobacter aerius	2016
Altererythrobacter aestiaquae	2014
Altererythrobacter aestuarii	2011
Altererythrobacter aquaemixtae	2017
Altererythrobacter aquiaggeris	2017
Altererythrobacter atlanticus	2014
Altererythrobacter aurantiacus	2016
Altererythrobacter buctensis	2016
Altererythrobacter confluentis	2016
Altererythrobacter deserti	2017
Altererythrobacter dongtanensis	2011
Altererythrobacter endophyticus	2017
Altererythrobacter epoxidivorans	2007
Altererythrobacter flavus	2018
Altererythrobacter fulvus	2018
Altererythrobacter gangjinensis	2013
Altererythrobacter halimionae	2017
Altererythrobacter indicus	2008
Altererythrobacter ishigakiensis	2011
Altererythrobacter lauratis	2017
Altererythrobacter luteolus	2007
Altererythrobacter mangrovi	2017
Altererythrobacter marensis	2010
Altererythrobacter marinus	2009
Altererythrobacter namhicola	2011
Altererythrobacter oceanensis	2015
Altererythrobacter palmitatis	2017
Altererythrobacter rigui	2016
Altererythrobacter salegens	2017
Altererythrobacter sediminis	2016
Altererythrobacter soli	2017
Altererythrobacter troitsensis	2013
Altererythrobacter xiamenensis	2014
Altererythrobacter xinjiangensis	2012
Altererythrobacter xixiisoli	2017
Alteribacillus alkaliphilus	2016
Alteribacillus bidgolensis	2012
Alteribacillus iranensis	2016
Alteribacillus persepolensis	2012
Alterococcus agarolyticus	1999
Alteromonas addita	2005
Alteromonas aestuariivivens	2017
Alteromonas atlantica	1992
Alteromonas aurantia	1979
Alteromonas carrageenovora	1992
Alteromonas citrea	1977
Alteromonas colwelliana	1988
Alteromonas communis	1972
Alteromonas confluentis	2015
Alteromonas denitrificans	1987
Alteromonas distincta	1995
Alteromonas elyakovii	1997
Alteromonas espejiana	1978
Alteromonas fuliginea	1995
Alteromonas genovensis	2008
Alteromonas gracilis	2015
Alteromonas halophila	2012
Alteromonas haloplanktis	1973
Alteromonas hanedai	1981
Alteromonas hispanica	2005
Alteromonas lipolytica	2017
Alteromonas litorea	2004
Alteromonas luteoviolacea	1982
Alteromonas macleodii	1972
Alteromonas marina	2003
Alteromonas naphthalenivorans	2015
Alteromonas nigrifaciens	1984
Alteromonas oceani	2018
Alteromonas pelagimontana	2017
Alteromonas putrefaciens	1981
Alteromonas rubra	1976
Alteromonas simiduii	2007
Alteromonas stellipolaris	2004
Alteromonas tagae	2007
Alteromonas tetraodonis	1990
Alteromonas undina	1978
Alteromonas vaga	1972
Alysiella crassa	2005
Alysiella filiformis	1923
Amantichitinum ursilacus	2013
Amaricoccus kaplicensis	1997
Amaricoccus macauensis	1997
Amaricoccus tamworthensis	1997
Amaricoccus veronensis	1997
Amazoninema brasiliense	2018
Ameyamaea chiangmaiensis	2010
Aminicella lysinilytica	2015
Aminiphilus circumscriptus	2007
Aminipila butyrica	2018
Aminobacter aganoensis	1992
Aminobacter aminovorans	1992
Aminobacter anthyllidis	2013
Aminobacter ciceronei	2005
Aminobacterium colombiense	1999
Aminobacterium mobile	2000
Aminobacterium thunnarium	2015
Aminobacter lissarensis	2005
Aminobacter niigataensis	1992
Aminomonas paucivorans	1999
Ammonifex degensii	1996
Ammonifex thiophilus	2008
Ammoniibacillus agariperforans	2015
Ammoniphilus oxalaticus	1998
Ammoniphilus oxalivorans	1998
Ammoniphilus resinae	2016
Amnibacterium endophyticum	2018
Amnibacterium kyonggiense	2011
Amnibacterium soli	2013
Amoebobacter pedioformis	1987
Amoebobacter pendens	1971
Amoebobacter purpureus	1989
Amoebobacter roseus	1888
Amorphosporangium auranticolor	1963
Amorphosporangium globisporum	1967
Amorphus coralli	2008
Amorphus orientalis	2010
Amphibacillus cookii	2012
Amphibacillus fermentum	2002
Amphibacillus iburiensis	2013
Amphibacillus indicireducens	2013
Amphibacillus jilinensis	2010
Amphibacillus marinus	2013
Amphibacillus sediminis	2007
Amphibacillus tropicus	2002
Amphibacillus xylanus	1990
Amphiplicatus metriothermophilus	2014
Amphritea atlantica	2008
Amphritea balenae	2008
Amphritea ceti	2014
Amphritea japonica	2008
Amphritea spongicola	2015
Ampullariella campanulata	1964
Ampullariella digitata	1964
Ampullariella lobata	1964
Ampullariella regularis	1964
Ampullimonas aquatilis	2016
Amycolata alni	1989
Amycolata autotrophica	1986
Amycolata hydrocarbonoxydans	1986
Amycolata saturnea	1986
Amycolatopsis acidiphila	2017
Amycolatopsis alba	1993
Amycolatopsis albidoflavus	2001
Amycolatopsis albispora	2016
Amycolatopsis antarctica	2018
Amycolatopsis australiensis	2006
Amycolatopsis azurea	1987
Amycolatopsis balhimycina	2003
Amycolatopsis bartoniae	2012
Amycolatopsis benzoatilytica	2006
Amycolatopsis bullii	2012
Amycolatopsis circi	2012
Amycolatopsis coloradensis	1995
Amycolatopsis decaplanina	2004
Amycolatopsis deserti	2017
Amycolatopsis dongchuanensis	2012
Amycolatopsis echigonensis	2007
Amycolatopsis endophytica	2012
Amycolatopsis equina	2012
Amycolatopsis eurytherma	2002
Amycolatopsis fastidiosa	1987
Amycolatopsis granulosa	2012
Amycolatopsis halophila	2010
Amycolatopsis halotolerans	2006
Amycolatopsis helveola	2010
Amycolatopsis hippodromi	2012
Amycolatopsis japonica	1997
Amycolatopsis jejuensis	2006
Amycolatopsis jiangsuensis	2014
Amycolatopsis kentuckyensis	2003
Amycolatopsis keratiniphila	2003
Amycolatopsis lexingtonensis	2003
Amycolatopsis lurida	2004
Amycolatopsis magusensis	2013
Amycolatopsis marina	2009
Amycolatopsis mediterranei	1986
Amycolatopsis methanolica	1990
Amycolatopsis minnesotensis	2006
Amycolatopsis nigrescens	2007
Amycolatopsis niigatensis	2007
Amycolatopsis oliviviridis	2018
Amycolatopsis orientalis	1986
Amycolatopsis palatopharyngis	2004
Amycolatopsis pigmentata	2010
Amycolatopsis plumensis	2005
Amycolatopsis pretoriensis	2003
Amycolatopsis regifaucium	2007
Amycolatopsis rhabdoformis	2015
Amycolatopsis rhizosphaerae	2018
Amycolatopsis rifamycinica	2004
Amycolatopsis roodepoortensis	2015
Amycolatopsis ruanii	2012
Amycolatopsis rubida	2001
Amycolatopsis rugosa	1986
Amycolatopsis saalfeldensis	2007
Amycolatopsis sacchari	2001
Amycolatopsis salitolerans	2012
Amycolatopsis samaneae	2011
Amycolatopsis silviterrae	2018
Amycolatopsis speibonae	2015
Amycolatopsis stemonae	2015
Amycolatopsis sulphurea	1986
Amycolatopsis taiwanensis	2006
Amycolatopsis thailandensis	2011
Amycolatopsis thermalba	2012
Amycolatopsis thermoflava	1999
Amycolatopsis thermophila	2012
Amycolatopsis tolypomycina	2003
Amycolatopsis tucumanensis	2010
Amycolatopsis ultiminotia	2009
Amycolatopsis umgeniensis	2013
Amycolatopsis vancoresmycina	2003
Amycolatopsis viridis	2012
Amycolatopsis xylanica	2010
Amycolicicoccus subflavus	2010
Amylibacter cionae	2017
Amylibacter lutimaris	2018
Amylibacter marinus	2014
Amylibacter ulvae	2016
Anaeroarcus burkinensis	1999
Anaerobacillus alkalidiazotrophicus	2010
Anaerobacillus alkalilacustris	2010
Anaerobacillus arseniciselenatis	2010
Anaerobacterium chartisolvens	2014
Anaerobacter polyendosporus	1996
Anaerobaculum hydrogeniformans	2012
Anaerobaculum mobile	2002
Anaerobaculum thermoterrenum	1997
Anaerobiospirillum succiniciproducens	1976
Anaerobiospirillum thomasii	1997
Anaerobium acetethylicum	2015
Anaerobranca californiensis	2004
Anaerobranca gottschalkii	2001
Anaerobranca horikoshii	1995
Anaerobranca zavarzinii	2008
Anaerocella delicata	2013
Anaerococcus degeneri	2017
Anaerococcus hydrogenalis	2001
Anaerococcus lactolyticus	2001
Anaerococcus murdochii	2010
Anaerococcus nagyae	2017
Anaerococcus octavius	2001
Anaerococcus pacaensis	2017
Anaerococcus prevotii	2001
Anaerococcus provencensis	2017
Anaerococcus rubeinfantis	2017
Anaerococcus senegalensis	2014
Anaerococcus tetradius	2001
Anaerococcus vaginalis	2001
Anaerocolumna aminovalerica	2016
Anaerocolumna cellulosilytica	2016
Anaerocolumna jejuensis	2016
Anaerofilum agile	1996
Anaerofilum pentosovorans	1996
Anaerofustis stercorihominis	2004
Anaeroglobus geminatus	2002
Anaerolinea thermolimosa	2006
Anaerolinea thermophila	2003
Anaeromicrobium sediminis	2017
Anaeromusa acidaminophila	1999
Anaeromyxobacter dehalogenans	2002
Anaerophaga thermohalophila	2002
Anaeroplasma abactoclasticum	1975
Anaeroplasma bactoclasticum	1975
Anaeroplasma intermedium	1987
Anaeroplasma varium	1987
Anaerorhabdus furcosa	1986
Anaerosalibacter bizertensis	2012
Anaerosalibacter massiliensis	2016
Anaerosinus glycerini	1999
Anaerosolibacter carboniphilus	2015
Anaerosphaera aminiphila	2009
Anaerospora hongkongensis	2016
Anaerosporobacter mobilis	2007
Anaerosporomusa subterranea	2016
Anaerostipes butyraticus	2010
Anaerostipes caccae	2002
Anaerostipes hadrus	2013
Anaerostipes rhamnosivorans	2014
Anaerotaenia torta	2016
Anaerotignum aminivorans	2017
Anaerotignum lactatifermentans	2017
Anaerotignum neopropionicum	2017
Anaerotignum propionicum	2017
Anaerotruncus colihominis	2004
Anaerovibrio burkinabensis	1992
Anaerovibrio glycerini	1996
Anaerovibrio lipolyticus	1966
Anaerovirgula multivorans	2006
Anaerovorax odorimutans	2000
Anaplasma bovis	2001
Anaplasma caudatum	1984
Anaplasma centrale	1984
Anaplasma marginale	1910
Anaplasma ovis	1924
Anaplasma phagocytophilum	2001
Anaplasma platys	2001
Ancalochloris perfilievii	1971
Ancalomicrobium adetum	1968
Ancylobacter aquaticus	1983
Ancylobacter defluvii	2014
Ancylobacter dichloromethanicus	2010
Ancylobacter oerskovii	2008
Ancylobacter polymorphus	2006
Ancylobacter pratisalsi	2017
Ancylobacter rudongensis	2004
Ancylobacter sonchi	2017
Ancylobacter vacuolatus	2006
Ancylomarina subtilis	2016
Ancylothrix rivularis	2016
Ancylothrix terrestris	2016
Anderseniella baltica	2007
Andreesenia angusta	2017
Andreprevotia chitinilytica	2007
Andreprevotia lacus	2009
Aneurinibacillus aneurinilyticus	1996
Aneurinibacillus danicus	2004
Aneurinibacillus migulanus	1996
Aneurinibacillus sediminis	2017
Aneurinibacillus soli	2014
Aneurinibacillus terranovensis	2005
Aneurinibacillus thermoaerophilus	1997
Aneurinibacillus tyrosinisolvens	2015
Angiococcus disciformis	1980
Angulomicrobium amanitiforme	2004
Angulomicrobium tetraedrale	1986
Angustibacter aerolatus	2013
Angustibacter luteus	2010
Angustibacter peucedani	2013
Angustibacter speluncae	2017
Annwoodia aquaesulis	2017
Anoxybacillus amylolyticus	2006
Anoxybacillus ayderensis	2004
Anoxybacillus bogrovensis	2008
Anoxybacillus caldiproteolyticus	2012
Anoxybacillus calidus	2014
Anoxybacillus contaminans	2004
Anoxybacillus eryuanensis	2011
Anoxybacillus flavithermus	2000
Anoxybacillus geothermalis	2016
Anoxybacillus gonensis	2003
Anoxybacillus kamchatkensis	2006
Anoxybacillus kaynarcensis	2013
Anoxybacillus kestanbolensis	2004
Anoxybacillus mongoliensis	2011
Anoxybacillus pushchinoensis	2000
Anoxybacillus rupiensis	2008
Anoxybacillus salavatliensis	2011
Anoxybacillus tengchongensis	2011
Anoxybacillus tepidamans	2012
Anoxybacillus thermarum	2011
Anoxybacillus vitaminiphilus	2013
Anoxybacillus voinovskiensis	2004
Anoxybacter fermentans	2015
Anoxynatronum buryatiense	2017
Anoxynatronum sibiricum	2003
Anseongella ginsenosidimutans	2016
Antarcticibacterium flavum	2018
Antarcticimonas flava	2014
Antarctobacter heliothermus	1998
Antricoccus suffuscus	2015
Apibacter adventoris	2016
Apibacter mensalis	2016
Aquabacterium citratiphilum	1999
Aquabacterium commune	1999
Aquabacterium fontiphilum	2009
Aquabacterium limnoticum	2012
Aquabacterium olei	2015
Aquabacterium parvum	1999
Aquabacter spiritensis	1993
Aquamicrobium aerolatum	2009
Aquamicrobium aestuarii	2013
Aquamicrobium ahrensii	2012
Aquamicrobium defluvii	1998
Aquamicrobium lusatiense	2009
Aquamicrobium segne	2012
Aquamicrobium soli	2017
Aquamicrobium terrae	2014
Aquaspirillum anulus	1973
Aquaspirillum aquaticum	1973
Aquaspirillum arcticum	1990
Aquaspirillum autotrophicum	1978
Aquaspirillum bengal	1974
Aquaspirillum delicatum	1973
Aquaspirillum dispar	1973
Aquaspirillum fasciculus	1976
Aquaspirillum giesbergeri	1973
Aquaspirillum gracile	1973
Aquaspirillum itersonii	1973
Aquaspirillum magnetotacticum	1981
Aquaspirillum metamorphum	1973
Aquaspirillum peregrinum	1973
Aquaspirillum polymorphum	1973
Aquaspirillum psychrophilum	1979
Aquaspirillum putridiconchylium	1973
Aquaspirillum serpens	1973
Aquaspirillum sinuosum	1973
Aquibacillus albus	2014
Aquibacillus halophilus	2014
Aquibacillus koreensis	2014
Aquibacillus salifodinae	2015
Aquibacter zeaxanthinifaciens	2014
Aquicella lusitana	2004
Aquicella siphonis	2004
Aquicoccus porphyridii	2018
Aquidulcibacter paucihalophilus	2018
Aquifex pyrophilus	1992
Aquiflexum balticum	2004
Aquihabitans daechungensis	2013
Aquimarina addita	2011
Aquimarina agarilytica	2012
Aquimarina agarivorans	2015
Aquimarina aggregata	2016
Aquimarina algiphila	2018
Aquimarina amphilecti	2014
Aquimarina atlantica	2015
Aquimarina brevivitae	2006
Aquimarina celericrescens	2018
Aquimarina gracilis	2013
Aquimarina hainanensis	2016
Aquimarina intermedia	2006
Aquimarina latercula	2006
Aquimarina longa	2013
Aquimarina macrocephali	2010
Aquimarina megaterium	2014
Aquimarina muelleri	2005
Aquimarina mytili	2012
Aquimarina pacifica	2014
Aquimarina rubra	2017
Aquimarina salinaria	2012
Aquimarina seongsanensis	2017
Aquimarina spongiae	2011
Aquimarina spongiicola	2018
Aquimarina versatilis	2017
Aquimixticola soesokkakensis	2015
Aquimonas voraii	2005
Aquincola tertiaricarbonis	2007
Aquipuribacter hungaricus	2012
Aquipuribacter nitratireducens	2015
Aquisalibacillus elongatus	2008
Aquisalimonas asiatica	2007
Aquisalimonas halophila	2014
Aquisalimonas lutea	2015
Aquisalinus flavus	2016
Aquisphaera giovannonii	2011
Aquitalea denitrificans	2009
Aquitalea magnusonii	2006
Aquitalea pelogenes	2016
Arachidicoccus ginsenosidivorans	2017
Arachidicoccus rhizosphaerae	2015
Arachnia propionica	1969
Arcanobacterium abortisuis	2009
Arcanobacterium bernardiae	1997
Arcanobacterium bialowiezense	2006
Arcanobacterium bonasi	2006
Arcanobacterium canis	2012
Arcanobacterium haemolyticum	1983
Arcanobacterium hippocoleae	2002
Arcanobacterium phocae	1997
Arcanobacterium phocisimile	2013
Arcanobacterium pinnipediorum	2015
Arcanobacterium pluranimalium	2001
Arcanobacterium pyogenes	1997
Arcanobacterium wilhelmae	2017
Archaeoglobus fulgidus	1988
Archaeoglobus infectus	2008
Archaeoglobus profundus	1990
Archaeoglobus sulfaticallidus	2010
Archaeoglobus veneficus	1998
Archangium disciforme	2015
Archangium gephyra	1924
Archangium minus	2015
Archangium violaceum	2015
Arcicella aquatica	2004
Arcicella aurantiaca	2010
Arcicella rigui	2013
Arcicella rosea	2009
Arcobacter anaerophilus	2013
Arcobacter aquimarinus	2015
Arcobacter bivalviorum	2012
Arcobacter butzleri	1992
Arcobacter canalis	2018
Arcobacter cibarius	2005
Arcobacter cloacae	2013
Arcobacter cryaerophilus	1991
Arcobacter defluvii	2011
Arcobacter ebronensis	2015
Arcobacter ellisii	2011
Arcobacter haliotis	2017
Arcobacter halophilus	2005
Arcobacter lanthieri	2015
Arcobacter lekithochrous	2017
Arcobacter marinus	2010
Arcobacter molluscorum	2011
Arcobacter mytili	2009
Arcobacter nitrofigilis	1991
Arcobacter pacificus	2016
Arcobacter skirrowii	1992
Arcobacter suis	2013
Arcobacter thereius	2009
Arcobacter trophiarum	2011
Arcobacter venerupis	2012
Arcticibacter eurypsychrophilus	2015
Arcticibacterium luteifluviistationis	2017
Arcticibacter pallidicorallinus	2014
Arcticibacter svalbardensis	2013
